thread_id,title,author_name,author_geo,registered_user,comment_order,comment_date,post_content,judge1_title,judge1_count,judge2_title,judge2_count,judge3_title,judge3_count,score
50,Bike Santa Cruz Countya s new name marks new chapter for bike community,ANON,"Discovery Bay, CA",False,#5,Wednesday Apr 8,"""Ah, how quickly people forget... Keeley, Leopold, and Lane are making their statements from what is quaintly described as ""the downtown headquarters"" of People Power. What is left out of this article is that the speaker podium is on the porch of the Subrosa Anarchist Cafe. Posner has always been in league with this crowd, Keeley and Leopold less so. But they are making it clear to the people of Santa Cruz: we stand with the anarchists.. not with YOU! Enjoy your next set of riots, people of Santa Cruz, you will know who to thank. So glad I'm out of that place.... Paradise LOST.""IT is the SAME PORCH! A common porch off of a commin building. It's like saying that the police are having their public media announcements in the gangland ChessNUTT st complex..... Thats CITY things are close....",Spam,3,Clueless,3,Nuts,3,Negative
50,Bike Santa Cruz Countya s new name marks new chapter for bike community,ANON,"Discovery Bay, CA",False,#6,Wednesday Apr 8,"""Ah, how quickly people forget... Keeley, Leopold, and Lane are making their statements from what is quaintly described as ""the downtown headquarters"" of People Power. What is left out of this article is that the speaker podium is on the porch of the Subrosa Anarchist Cafe. Posner has always been in league with this crowd, Keeley and Leopold less so. But they are making it clear to the people of Santa Cruz: we stand with the anarchists.. not with YOU! Enjoy your next set of riots, people of Santa Cruz, you will know who to thank. So glad I'm out of that place.... Paradise LOST.""They share a building. Maybe you would like to buy them a whole one so they can distance themselves. Maybe People Power should occupy 75 river.......",Spam,3,Clueless,3,Nuts,3,Negative
50,Bike Santa Cruz Countya s new name marks new chapter for bike community,not agitated or anxious,"Daly City, CA",False,#7,Wednesday Apr 8,Q. Who starts a thread and keeps posting to himself?A. John Colby and/or Jeffrey Helms,Agree,5,Interesting,3,Helpful,3,Positive
50,Bike Santa Cruz Countya s new name marks new chapter for bike community,tom wingo,"Houston, TX",False,#8,Wednesday Apr 8,Once the bread was made all of the breakfast cereals left for work so no new taxes also beans are there,Spam,2,Nuts,2,Offtopic,2,Negative
50,Bike Santa Cruz Countya s new name marks new chapter for bike community,FLORIDA SWAMPER,"Jacksonville, FL",False,#9,Thursday Apr 9,"IF WINGO'S CEREAL HAD A BANANA SEAT IN HIS BREAD, THEN SCOTT COULD LAY HIS ADAM'S APPLE IN THE RIGHT PLACE TO LET WINGO SIT HIS PEDAL ON AND TAX SCOTT'S ANAL REFLECTOR INTO WORKING BEANS OUT OF ITIDIOTIC JIBBER",Agree,1,,-1,,-1,Positive
50,Bike Santa Cruz Countya s new name marks new chapter for bike community,joe glazer,"Houston, TX",False,#10,Thursday Apr 9,Sometimes after the seat was washed the soap will melt into all of the rugs,Brilliant,1,,-1,,-1,Positive
51,"Cops and Courts: April 8, 2015: Prosecutors will not plea bargain...",ANON,"Discovery Bay, CA",False,#1,Thursday Apr 9,"""...She then made the unusual ruling Wednesday that her indicated sentence was ??confidential.?? She asked attorneys in court not to discuss it with the media.??What she??s offered the defense, we??re not allowed to discuss,?? Wade said outside court.""Sounds a little bit Bannana Republic-ish but oh well. ON PAR for Santa Scloooozz County.",Spam,4,Clueless,4,Nuts,4,Negative
51,"Cops and Courts: April 8, 2015: Prosecutors will not plea bargain...",John Colby,"Daly City, CA",False,#2,Thursday Apr 9,I was anxious and excited again last night and my spastic colon aka archive vault spat out the manure I poster above.,Agree,7,Interesting,5,Helpful,5,Positive
53, FREE stand up comedy every Tuesday @ Bocci's Cellar! Smokers welcome ;) 8-10pm,Donny B,"Vienna, VA",False,#2,Monday Apr 6,"  ComedySuplex wrote:   It's that time of the week again, time for the best FREE comedy show in Santa Cruz on a Tuesday! Featuring the best local and traveling comics! Show starts at 8pm, bring your green because smokers are welcome! ;)Bocci's Cellar 140 Encinal St Santa Cruz, CaEvent page - https://www.facebook.com/events/5684287099639...   The best comedy show is Norse's propaganda broadcasts with guests John ""the Pillsbury Doughboy"" and Pat ""Jabba the Gut"" Colby. Listen to John ""Ummmm, ummmmm..."" his way though stupid, ignorant, brainless, dull-witted, feebleminded, obtuse, vapid, irrational, and idiotic answers to Norse's interrogations. Listen to Pat talk with her nose shoved up Norse's arse... ""Yes Robert, I agree with you Robert."" Listen to Norse as he talks down to the Colby toadies to make himself sound that much more intelligent by comparison.",Agree,3,Funny,1,Incendiary,1,Positive
53, FREE stand up comedy every Tuesday @ Bocci's Cellar! Smokers welcome ;) 8-10pm,gonthreads,"Discovery Bay, CA",False,#3,Wednesday Apr 8,https://www.google.com/search...,Agree,2,Helpful,1,,-1,Positive
53, FREE stand up comedy every Tuesday @ Bocci's Cellar! Smokers welcome ;) 8-10pm,DBS,"Santa Cruz, CA",False,#5,Wednesday Apr 8,"All they have to do is show the video from our favorite website of ""Dr chimp"" explaining how the Government works!! Now THAT will ""Bring the House down"" with everybody laughing!!",Funny,2,Brilliant,2,Touching,2,Positive
54,"Cops and Courts: April 8, 2015: Images released of a Mrs. Doubtfirea bank robber in Santa Cruz",ANON,"Watsonville, CA",False,#1,Tuesday Apr 7,Rabo-Daba-bank!,Disagree,2,,-1,,-1,Negative
54,"Cops and Courts: April 8, 2015: Images released of a Mrs. Doubtfirea bank robber in Santa Cruz",Pink Thong,"San Mateo, CA",False,#2,Wednesday Apr 8,At first glance I thought it was John Colby...,Funny,3,Brilliant,3,Agree,1,Positive
55,Suspects identified in fatal drive-by shooting in Santa Cruz,ANON,"Watsonville, CA",False,#1,Tuesday Apr 7,ooooooooooohhhh sumbudy said the G-view word. Is'nt that banned on all SC forums now? hahaha.,Spam,3,Clueless,3,Nuts,3,Negative
55,Suspects identified in fatal drive-by shooting in Santa Cruz,ANON,"Watsonville, CA",False,#2,Tuesday Apr 7,"AvatarSpinyUrchin ?? 11 hours agothis kid grew up at 90 grandview street where carl reimer was shot and killed. despite the fact that residents there and friends of both of these kids were seen on grandview street flashing gang signs at passing cars just hours before carl was senselessly murdered, the sentinel reported that carl was not affiliated with a gang and that he was wearing ""school colors"". when is it time to start reporting reality?3 dead (tyler tenorio was one of this circle also) and 2 more probably in jail for life. this is an ongoing saga of dysfunctional local kids and broken lives, not isolated incidents. this is a lifestyle that these kids have embraced as ""cool"". is this about lack of opportunities for this generation? are these mainly low income people taking these dysfunctional roles? whatever the answers are, villainizing these locals as ""gangsters"" and just dismissing them as criminals solves nothing. these are local families in our community. what has gone so badly wrong that our children are playing such a dangerous game... a game almost certainly with no future in society other than in prison or a coffin? this is a local tragedy and it is time for the community to do some serious self analysis and ask some realistic questions.5??Reply??Share ??",Spam,3,Clueless,3,Nuts,3,Negative
55,Suspects identified in fatal drive-by shooting in Santa Cruz,ANON,"Watsonville, CA",False,#3,Tuesday Apr 7,go on whuz da ass munkey comments and atuf and i aint seen TMC on del sentinel in like 2 months...,Spam,3,Clueless,3,Nuts,3,Negative
55,Suspects identified in fatal drive-by shooting in Santa Cruz,Reality Check,"Aptos, CA",False,#4,Tuesday Apr 7,  ANON wrote:   go on whuz da ass munkey comments and atuf and i aint seen TMC on del sentinel in like 2 months...   Relevant: H TT p://www.johncohencolby.And http:// www.chubbyland.com,Funny,4,Brilliant,4,Helpful,4,Positive
57,Schuller pleads for dollars for Crystal Cathedral,Westsider,"Milpitas, CA",False,#1,24-Oct-10,too bad his family didn't follow his example,Interesting,1,Agree,1,,-1,Positive
57,Schuller pleads for dollars for Crystal Cathedral,Robert Ponzi Schuller,"Las Cruces, NM",False,#2,24-Oct-10,"Another Ponzi scheme comes crashing down. But since the average human is little more than a glorified sheep, the Pastor would probably successfully fleece his flock once again.",Interesting,1,Agree,1,,-1,Positive
57,Schuller pleads for dollars for Crystal Cathedral,Botas Locas,"Alto, NM",False,#3,24-Oct-10,"Amazing.... as previous comment states, these ""sheep"" just can't seem to get enough scalpings!Bet they're already lining up with tears of joy waiting for Bob ""BS"" Schuller to get another bag of ""fleece"" off of them.Oh, well... a bunch born every minute!",Agree,1,,-1,,-1,Positive
57,Schuller pleads for dollars for Crystal Cathedral,GREED,"Carmel, CA",False,#4,25-Oct-10,"Maybe he should look up in the bible what the ""wages of greed"" are. Weirdos. Just another cult.",Brilliant,3,Agree,3,Interesting,1,Positive
57,Schuller pleads for dollars for Crystal Cathedral,Ex Liberal,"Hanson, MA",False,#5,25-Oct-10,Comments by ignorant secular anti-religious atheists one and all!Ever been to your local Christian Church and volunteered your services and made donations (tithed) to help those less fortunate in your community? Nope I thought not!Sounds as if the Schuller???€??s were less successful in managing the large amounts of money required to maintain the very large and I must say beautiful architectural design of this church and its associated labor costs in addition to all the assistance programs they have provide to their community!,Clueless,4,Nuts,4,Disagree,4,Negative
57,Schuller pleads for dollars for Crystal Cathedral,Botas Locas,"Alto, NM",False,#6,25-Oct-10,"  Ex Liberal wrote:   Comments by ignorant secular anti-religious atheists one and all!Ever been to your local Christian Church and volunteered your services and made donations (tithed) to help those less fortunate in your community? Nope I thought not!Sounds as if the Schuller???€??s were less successful in managing the large amounts of money required to maintain the very large and I must say beautiful architectural design of this church and its associated labor costs in addition to all the assistance programs they have provide to their community!   Don't be naive(or ignorant), and listen to your own babble!""Large amounts of money required to maintain the very large...church and associated labor costs"". Imagine what all those funds could accomplish in helping the people who really need it instead of standing as a monument to greed and excess!Seems Mr. Schuller(and cronies) got in over their head trying to be the American version of the Pope...hahahaha!You make yourself out to be a real donkey when you attempt to defend this kind of ""religious thievery"" and those who are perpetrating it.sh",Agree,3,Brilliant,2,Helpful,2,Positive
57,Schuller pleads for dollars for Crystal Cathedral,GREED,"Carmel, CA",False,#7,25-Oct-10,"  Botas Locas wrote:   <quoted text>Don't be naive(or ignorant), and listen to your own babble!""Large amounts of money required to maintain the very large...church and associated labor costs"". Imagine what all those funds could accomplish in helping the people who really need it instead of standing as a monument to greed and excess!Seems Mr. Schuller(and cronies) got in over their head trying to be the American version of the Pope...hahahaha!You make yourself out to be a real donkey when you attempt to defend this kind of ""religious thievery"" and those who are perpetrating it.sh   LOL. I know, too funny!",Interesting,2,Brilliant,2,Agree,2,Positive
59,Rain expected to dampen Easter,ANON,"Discovery Bay, CA",False,#1,Sunday Apr 5,N-NOPE.,Disagree,3,Clueless,2,Nuts,2,Negative
59,Rain expected to dampen Easter,NONA,"Union City, CA",False,#2,Sunday Apr 5,  ANON wrote:   N-NOPE.   D-DOPE,Funny,2,Agree,2,Helpful,2,Positive
60,UCSC students celebrate Indian Holi Festival with color,ANON,"Discovery Bay, CA",False,#3,Sunday Apr 5,Bukkkkake+Chalk= Chalkkakke????,Spam,1,Clueless,1,Nuts,1,Negative
61,Starbucks on Ocean Street gets Santa Cruz Planning Commission OK,ANON,"Oakland, CA",False,#1,Friday Apr 3,https://jdsmusings.files.wordpress.com/2013/0... Ohhhhhhhhh yeaaaaaa,Spam,2,Clueless,2,Nuts,2,Negative
62,UCSC plans to build recycling yard to solve compost problem,ANON,"Oakland, CA",False,#1,Thursday Apr 2,Fuooouukkkk UCSC. Lil basturds get back and Safeway is out of EVERYDAMMM thing I want to eat or drink. So.......Eat a DICK UCSC tards......Sincerly Westside that HATES U......,Disagree,4,Clueless,2,Nuts,2,Negative
62,UCSC plans to build recycling yard to solve compost problem,ANON,"Oakland, CA",False,#2,Thursday Apr 2,  ANON wrote:   Fuooouukkkk UCSC. Lil basturds get back and Safeway is out of EVERYDAMMM thing I want to eat or drink. So.......Eat a DICK UCSC tards......Sincerly Westside that HATES U......   LOL WUT topix censors.,Disagree,3,Spam,1,Clueless,1,Negative
62,UCSC plans to build recycling yard to solve compost problem,ANON,"Oakland, CA",False,#3,Thursday Apr 2,  ANON wrote:   Fuooouukkkk UCSC. Lil basturds get back and Safeway is out of EVERYDAMMM thing I want to eat or drink. So.......Eat a DICK UCSC tards......Sincerly Westside that HATES U......   http://www.youtube.com/watch?v=A5Z8-B_oI1UFKN LULERZ,Clueless,4,Disagree,4,Spam,3,Negative
62,UCSC plans to build recycling yard to solve compost problem,Anxious agitiated John,"Daly City, CA",False,#4,Thursday Apr 2,"Nothing better than spammig to myself....My foreplay with my sister, Phatty, http://i.imgur.com/yTjAuu8.jpg fired up my colon to produce more insane dreck!",Agree,7,Brilliant,4,Helpful,4,Positive
62,UCSC plans to build recycling yard to solve compost problem,Donny B,"Vienna, VA",False,#5,Thursday Apr 2,"  Anxious agitiated John wrote:   Nothing better than spammig to myself....My foreplay with my sister, Phatty, http://i.imgur.com/yTjAuu8.jpg fired up my colon to produce more insane dreck!   They're having tons of fun!",Agree,5,Funny,3,Racy,3,Positive
62,UCSC plans to build recycling yard to solve compost problem,RIP John Colby,"San Leandro, CA",False,#6,Thursday Apr 2,  Donny B wrote:   <quoted text>They're having tons of fun!   Which one's on top?,Funny,3,Incendiary,3,Agree,3,Positive
63,Queer leaders at UC Santa Cruz looking for answers after attack,ANON,"Oakland, CA",False,#1,Wednesday Apr 1,Drunk Mofozzz can't commit 'hate crimes' only party fouls.......,Disagree,3,Spam,2,Clueless,2,Negative
63,Queer leaders at UC Santa Cruz looking for answers after attack,Anxious agitiated John,"Daly City, CA",False,#2,Thursday Apr 2,"My foreplay with my sister, Phatty, http://i.imgur.com/yTjAuu8.jpg fired up my colon to produce more insane dreck!",Agree,5,Funny,3,Brilliant,3,Positive
63,Queer leaders at UC Santa Cruz looking for answers after attack,Donny B,"Vienna, VA",False,#3,Thursday Apr 2,"  Anxious agitiated John wrote:   My foreplay with my sister, Phatty, http://i.imgur.com/yTjAuu8.jpg fired up my colon to produce more insane dreck!   It looks like tons of fun!!!!",Agree,3,Funny,2,Racy,2,Positive
64,Cause of Boulder Creek Brewery fire remains a mystery,ANON,"Discovery Bay, CA",False,#1,Tuesday Mar 31,"""Brewery leaders said they weren??t sure whether the fire originated in the office, but there is not much else upstairs besides storage for catering equipment. Authorities do not suspect arson.""Funny just how small of a jump it is between arson and an 'intentional accident'......ooops.",Disagree,2,Spam,1,Clueless,1,Negative
65,The Jimmy Springer Show,Joshua,"Hayward, CA",False,#1,15-Feb-15,The loon Jim Spring is trolling CFABSC about pink underwear......Sound familiar?Pretty strange from a guy who wears spandex bike shorts......What a troll......that guy lives to troll..... https://www.facebook.com/groups/CFABSC/permal...,Spam,7,Clueless,7,Nuts,6,Negative
65,The Jimmy Springer Show,Do Henry,Location hidden,True,#2,15-Feb-15,"The Do Henry listens to the city council broadcasts. He had not heard about the pink underwear before John Colby's sister/lover Phatty Pat Colby heard about it. I think this is the same for many paying attention to city politics. John sends a letter requesting Phatty the welfare fraud be allowed special dispensation from tabling laws, though she chases PD like the best of low life lawyers. She also has to read his requests at council? It's clear the pink underwear were met for John to symbolize his bitch status. Keep digging on CFAB, there is a wonderful sock puppet conversation going on in the thread mentioned. Many linked to the Colby's....go figure.",Agree,12,Interesting,8,Helpful,8,Positive
65,The Jimmy Springer Show,Joshua,"Hayward, CA",False,#4,16-Feb-15,"  Do Henry wrote:   The Do Henry listens to the city council broadcasts. He had not heard about the pink underwear before John Colby's sister/lover Phatty Pat Colby heard about it. I think this is the same for many paying attention to city politics. John sends a letter requesting Phatty the welfare fraud be allowed special dispensation from tabling laws, though she chases PD like the best of low life lawyers. She also has to read his requests at council? It's clear the pink underwear were met for John to symbolize his bitch status.Keep digging on CFAB, there is a wonderful sock puppet conversation going on in the thread mentioned. Many linked to the Colby's....go figure.   So you are admitting you are Jim Spring?",Spam,6,Nuts,6,Clueless,5,Negative
65,The Jimmy Springer Show,Swiss Miss,"Aptos, CA",False,#10,28-Feb-15,  Joshua wrote:   The loon Jim Spring is trolling CFABSC about pink underwear......Sound familiar?Pretty strange from a guy who wears spandex bike shorts......What a troll......that guy lives to troll..... https://www.facebook.com/groups/CFABSC/permal...   H TT p://www.johncohencolby.com,Agree,8,Brilliant,5,Helpful,5,Positive
65,The Jimmy Springer Show,ANON,"Oakland, CA",False,#12,Tuesday Mar 31,  Joshua wrote:   <quoted text>So you are admitting you are Jim Spring?   IS he?,Disagree,5,Clueless,3,Nuts,3,Negative
65,The Jimmy Springer Show,Anxious agitiated John,"Daly City, CA",False,#13,Tuesday Mar 31,  John Colby wrote:   <quoted text>IS he?   I wasn't terribly agitated and anxious last and my colon only coughed up this one post....,Agree,7,Funny,3,Touching,3,Positive
65,The Jimmy Springer Show,randy,"Santa Cruz, CA",False,#14,Tuesday Mar 31,Poor John. So jealous of Jim Spring.,Agree,6,Touching,4,Helpful,3,Positive
65,The Jimmy Springer Show,Anxious agitiated John,"Daly City, CA",False,#15,Tuesday Mar 31,  randy wrote:   Poor John. So jealous of Jim Spring.   John's pretty much jealous of everybody.,Agree,5,Brilliant,3,Touching,3,Positive
65,The Jimmy Springer Show,Anxious agitated John,"Daly City, CA",False,#16,Tuesday Mar 31,"I know the extent of John's jealousy as I go so far as to even identify as the guy.""the Loon (John Colby/me)"" http://www.topix.com/forum/city/santa-cruz-ca...",Spam,3,Clueless,3,Nuts,3,Negative
65,The Jimmy Springer Show,Anxious agitiated John,"Daly City, CA",False,#17,Tuesday Mar 31,"Actually to find out more about John Colby, failed PhDud try:hTTp//www.johncohencolby.com and my sister, Phatty: HttP//www.chubbyland.com Or me and Phat at http://i.imgur.com/yTjAuu8.jpg",Agree,5,Funny,3,Brilliant,3,Positive
66,Amy Christey withdraws from consideration for Santa Cruz County Sheriff-Coroner position,Rich Smith,"San Jose, CA",False,#3,13-Apr-09,"her motivation in applying for sheriff-coroner was to highlight the need for female leadership in law enforcement. Typical. Not wanting the job, just wanting to make a point.Thanks for the heads up when you decide to run for the job again.",Brilliant,1,,-1,,-1,Positive
66,Amy Christey withdraws from consideration for Santa Cruz County Sheriff-Coroner position,Charles Bronson,"Pittsburg, CA",False,#6,13-Apr-09,"Amy would do a great job. We don't know the whole story, but I'm glad she is backing Wowak.",Clueless,1,,-1,,-1,Negative
66,Amy Christey withdraws from consideration for Santa Cruz County Sheriff-Coroner position,comment,"Salinas, CA",False,#7,13-Apr-09,"hey amy, forget what these people think. just go surfing!",Clueless,1,,-1,,-1,Negative
66,Amy Christey withdraws from consideration for Santa Cruz County Sheriff-Coroner position,Pat Kittle,"Glendale, CA",False,#13,23-Apr-09,"We need more skinny, vindictive, white homosexuals in public office. I feel under-represented.",Interesting,1,Brilliant,1,Agree,1,Positive
66,Amy Christey withdraws from consideration for Santa Cruz County Sheriff-Coroner position,Billy Bob Beckerson,"San Luis Obispo, CA",False,#14,21-Mar-15,How wonderful that Santa Cruz has flushed this affirmative action disaster to Morro Bay! Now lifelong residents can be harassed by a vindictive joke of a woman. We can dance happily over the human excrement of the dregs that make up her entourage. Don't worry about the violent felons Amy! Just go surfing and have another drink!,Interesting,1,,-1,,-1,Positive
66,Amy Christey withdraws from consideration for Santa Cruz County Sheriff-Coroner position,Harry Dangler,"San Luis Obispo, CA",False,#15,23-Mar-15,Morro Bay deserved much better than Amy Christey! Since her arrival crime has risen sharply in this previously tranquil town. Homeless people flock her due to the absence of police enforcement. It seems Amy is motivated solely to get her masters degree at the expense of taxpayers. She likes to create conflict between neighbors and has no problem lying to peoples faces! Hard to believe that out of 60 plus candidates for her position we got the quitter with only a bachelors degree! Shame on you Christey!,Agree,1,Touching,1,Helpful,1,Positive
68,Santa Cruz Civic Auditorium celebrates 75 years,ANON,"Discovery Bay, CA",False,#1,28-Mar-15,Hoooo yeaaaa! heres to another 75 without an ugly facelift by the current council baffoons.,Spam,1,Clueless,1,Nuts,1,Negative
69,Families of Santa Cruz police sign petition for BearCat vehicle,ANON,"Watsonville, CA",False,#3,23-Mar-15,Bump for my index only.....,Spam,4,Clueless,4,Nuts,4,Negative
69,Families of Santa Cruz police sign petition for BearCat vehicle,With Prayer,"Santa Cruz, CA",False,#4,24-Mar-15,https://www.indybay.org/uploads/2011/11/09/ro...,Spam,3,Clueless,3,Nuts,3,Negative
69,Families of Santa Cruz police sign petition for BearCat vehicle,WOOF,"Santa Cruz, CA",False,#5,24-Mar-15,  With Prayer wrote:   https://www.indybay.org/upload s/2011/11/09/robert-norse-salu te-2011.jpg   Relevant: H tt p://johncohencolby.com,Agree,5,Brilliant,4,Touching,3,Positive
69,Families of Santa Cruz police sign petition for BearCat vehicle,WOOF,"Santa Cruz, CA",False,#6,24-Mar-15,  With Prayer wrote:   https://www.indybay.org/upload s/2011/11/09/robert-norse-salu te-2011.jpg   And Http://www.chubbyland.com,Funny,3,Agree,3,Touching,3,Positive
69,Families of Santa Cruz police sign petition for BearCat vehicle,ANON,"Oakland, CA",False,#7,24-Mar-15,"""Santa Cruz has a small but noisy contingent of protesters who like to snipe at the police every chance they get. SCRAM is full of these people. Same names, same old faces. Robert Norse, check. The wannabe anarchists, check. The indybay crowd, check.A great number of those opposed to the purchase of this vehicle are also opposed to the police in general. Go figure.The majority of citizens of Santa Cruz support our police force."" Xanthippie seems to have missed the fact the Robert was ousted from SCRAM over a week ago....",Agree,3,Interesting,2,Helpful,2,Positive
69,Families of Santa Cruz police sign petition for BearCat vehicle,ANON,"Oakland, CA",False,#8,24-Mar-15,"""The jobs you spoke of don't have high deaths due to violence, they have high deaths due to work place accidents. Police deaths are due to being killed while trying to stop evil people or trying to help people in emergencies.""so WHAT? dead is dead. It does not change the fact that those other jobs are MORE DANGEROUSmang deeze boot likers",Disagree,1,,-1,,-1,Negative
69,Families of Santa Cruz police sign petition for BearCat vehicle,ANON,"Oakland, CA",False,#9,24-Mar-15,"""The jobs you spoke of don't have high deaths due to violence, they have high deaths due to work place accidents. Police deaths are due to being killed while trying to stop evil people or trying to help people in emergencies.""EVIL people like Eric Garner SELLING CIGARETTES!Who chooses what it 'evil'????",Disagree,1,,-1,,-1,Negative
69,Families of Santa Cruz police sign petition for BearCat vehicle,Reality Check,"Aptos, CA",False,#10,24-Mar-15,"  ANON wrote:   ""The jobs you spoke of don't have high deaths due to violence, they have high deaths due to work place accidents. Police deaths are due to being killed while trying to stop evil people or trying to help people in emergencies.""so WHAT? dead is dead.   Leave it to Pat Colby to claim that doesn't matter how someone gets killed. Or if it was avoidable.",Agree,7,Interesting,6,Incendiary,4,Positive
69,Families of Santa Cruz police sign petition for BearCat vehicle,ANON,"Oakland, CA",False,#11,24-Mar-15,ahhhwwwwww mang the NWO is alive and well in SC and Connerty=local Bloomberg.......,Disagree,4,Clueless,2,Nuts,2,Negative
69,Families of Santa Cruz police sign petition for BearCat vehicle,With Prayer,"Santa Cruz, CA",False,#12,24-Mar-15,https://www.indybay.org/uploads/2011/11/09/ro...,Disagree,6,Nuts,4,Spam,3,Negative
69,Families of Santa Cruz police sign petition for BearCat vehicle,Reality Check,"Aptos, CA",False,#13,24-Mar-15,  With Prayer wrote:   https://www.indybay.org/upload s/2011/11/09/robert-norse-salu te-2011.jpg   Relevant; H tt p://www.johncohencolby.com,Agree,6,Brilliant,4,Helpful,4,Positive
69,Families of Santa Cruz police sign petition for BearCat vehicle,Cassius,"Davenport, CA",False,#14,24-Mar-15,  Reality Check wrote:   <quoted text>Relevant; H tt p://www.johncohencolby.com   How about hTTp://www.johncornholecolby.com ?,Funny,5,Agree,5,Brilliant,4,Positive
69,Families of Santa Cruz police sign petition for BearCat vehicle,With Prayer,"Santa Cruz, CA",False,#15,25-Mar-15,https://www.indybay.org/uploads/2011/11/09/ro...,Spam,2,Clueless,2,Nuts,2,Negative
69,Families of Santa Cruz police sign petition for BearCat vehicle,loon luv,"Daly City, CA",False,#16,25-Mar-15,"  Pathetic Douche wrote:   https://www.indybay.org/upload s/2011/11/09/robert-norse-salu te-2011.jpg   A Nazi salute is all you got, Phatty???Pathetic Phat!",Agree,6,Funny,5,Touching,5,Positive
69,Families of Santa Cruz police sign petition for BearCat vehicle,WAAH,"Santa Cruz, CA",False,#18,26-Mar-15,"[QUOTE who=""crybaby Colby]This is another harassment thread. There is a lot of Tom Cunniff sounding spam being posted in here.[/QUOTE]No, it's just you, Colbyloon posting thru your colon and crying to people who wouldn't pee on you if you caught on fire!WAAH!",Agree,2,Touching,2,Helpful,2,Positive
69,Families of Santa Cruz police sign petition for BearCat vehicle,Donny B,"Falls Church, VA",False,#19,26-Mar-15,"  Jianna wrote:   This is another harassment thread. There is a lot of Tom Cunniff sounding spam being posted in here.   John and Pat Colby stalking a former neighbor in downtown Santa Cruz. http://www.youtube.com/watch?v=rH3omBMs9WM""Those are fighting words...Those are fighting words...Call 91...Ss...Sstop, and we're gonna call...Go in here, and we'll call 911...""Hey John... that warm feeling you experienced was you peeing your pants.",Agree,5,Funny,4,Helpful,4,Positive
69,Families of Santa Cruz police sign petition for BearCat vehicle,DBS,"Santa Cruz, CA",False,#20,28-Mar-15,  With Prayer wrote:   https://www.indybay.org/upload s/2011/11/09/robert-norse-salu te-2011.jpg   Robert Kahnjob LOST!!!!!!,Agree,4,Touching,3,Helpful,3,Positive
69,Families of Santa Cruz police sign petition for BearCat vehicle,WooF,"Daly City, CA",False,#21,28-Mar-15,  DBS wrote:   <quoted text>Robert Kahnjob LOST!!!!!!   And he got kicked out of SCRAM. Rob's following has been reduced to the members of HUFF numbering in the single digits---like Phat Pat's IQ.,Agree,5,Helpful,4,Touching,3,Positive
70,Santa Cruz City Council reaffirms vote to purchase armored BearCat vehicle,index,"Oakland, CA",False,#1,25-Mar-15,Same article?,Clueless,3,Nuts,3,Spam,2,Negative
70,Santa Cruz City Council reaffirms vote to purchase armored BearCat vehicle,anon,"Oakland, CA",False,#2,25-Mar-15,Wow ccould gary rogers be any more unpatriotic? he wished the advantage had gone to the British and not the 'Criminal' American colonists! And plus he want to do away entirely with the fourth amendment!!!. and I though INdybay was looney!,Spam,3,Clueless,3,Nuts,3,Negative
70,Santa Cruz City Council reaffirms vote to purchase armored BearCat vehicle,John Colby,"Daly City, CA",False,#3,25-Mar-15,  John Colby wrote:   Wow ccould gary rogers be any more unpatriotic? he wished the advantage had gone to the British and not the 'Criminal' American colonists! And plus he want to do away entirely with the fourth amendment!!!. and I though INdybay was looney!   Eat my shorts.,Funny,2,Agree,2,Touching,2,Positive
70,Santa Cruz City Council reaffirms vote to purchase armored BearCat vehicle,Buzz,"Daly City, CA",False,#4,26-Mar-15,And gargle my do-henry while massaging my colon.,Disagree,5,Clueless,3,Nuts,3,Negative
70,Santa Cruz City Council reaffirms vote to purchase armored BearCat vehicle,Rancid Clam,"San Francisco, CA",False,#5,26-Mar-15,"[QUOTE who=""Phat Colby""And gargle my do-henry while massaging my colon.[/QUOTE] That the best you can do without re spamming the Sieg Heil photo of your clam eating boyfriend?Eh, Phatty?",Funny,4,Agree,4,Racy,2,Positive
70,Santa Cruz City Council reaffirms vote to purchase armored BearCat vehicle,WOOF,"Santa Cruz, CA",False,#7,26-Mar-15,And Robert Kahnjob LOSES AGAIN!!!!!,Agree,4,Brilliant,2,Touching,2,Positive
70,Santa Cruz City Council reaffirms vote to purchase armored BearCat vehicle,Witness,"Santa Cruz, CA",False,#8,26-Mar-15,https://www.indybay.org/uploads/2011/11/09/ro...,Disagree,3,Clueless,1,Nuts,1,Negative
70,Santa Cruz City Council reaffirms vote to purchase armored BearCat vehicle,WOOF,"Santa Cruz, CA",False,#10,26-Mar-15,  Witness wrote:   https://www.indybay.org/upload s/2011/11/09/robert-norse-salu te-2011.jpg   Witness THIS: www.chubbyland.com,Agree,4,Funny,2,Touching,2,Positive
70,Santa Cruz City Council reaffirms vote to purchase armored BearCat vehicle,Witness,"Santa Cruz, CA",False,#11,27-Mar-15,  WOOF wrote:   <quoted text>Witness THIS: www.chubbyland.com   https://www.indybay.org/uploads/2011/11/09/ro...,Spam,1,Clueless,1,Nuts,1,Negative
70,Santa Cruz City Council reaffirms vote to purchase armored BearCat vehicle,Anxious agitiated John,"Daly City, CA",False,#12,27-Mar-15,"  Witness wrote:   <quoted text> https://www.indybay.org/uploads/2011/11/09/ro...   That's how rectal Robert gives it to my sister, Phatty, while I French kiss his colon.(Now that's a real sight to behold---if you want to give up eating...and sex).",Agree,3,Funny,2,Racy,2,Positive
