name,athlete.sex,athlete.country,start_date_local,distance,achievement_count,type,kudos_count
"05/25/2014 Ankarsvik, Sundsvall, Sweden, Sweden",M,Sverige,2014-05-25T17:30:59Z,41486.0,0,Ride,0
"04/21/2014 Haugesund, ironmanløypå rolig",M,Norge,2014-04-21T10:05:13Z,87910.1,0,Ride,5
"29/01/14 Brisbane Airport, QLD, Australia",M,Australia,2014-01-29T16:33:07Z,28020.0,2,Ride,0
05/13/2014,M,United States,2014-05-13T06:09:18Z,4402.5,0,Run,0
XC @ Johnston: Recovery Run Tiger Canyon w/ TC & Kwaj,M,United States,2015-10-09T08:43:54Z,9774.7,0,Run,0
Nice walk to check out the new estate....most tempting,F,United Kingdom,2016-04-02T13:50:47Z,6394.4,0,Walk,1
Morning Run 9 mile final long pre bath ,F,United Kingdom,2016-03-03T10:13:18Z,14537.7,0,Run,1
Morning Swim (actually 1100 yds),F,United States,2016-04-15T05:20:21Z,1051.6,0,Swim,4
Lunch Run,F,United Kingdom,2015-05-27T11:33:46Z,6589.5,0,Run,0
Cottage Grove Tri bike segment,F,United States,2014-07-26T08:31:04Z,19475.1,4,Ride,1
Morning Run,F,United States,2015-08-20T06:19:07Z,4859.7,0,Run,0
Casa X Trabalho,F,Brazil,2016-01-14T11:08:36Z,3254.3,0,Ride,24
"02/07/2014 Milton Keynes, Milton Keynes, United Kingdom",M,United Kingdom,2014-07-02T08:19:27Z,7400.4,0,Ride,0
05/29/2015 Canada,M,Canada,2015-05-29T13:50:13Z,1475.0,0,Swim,0
Course à pied matinale,F,Canada,2012-09-25T06:52:17Z,5449.0,0,Run,0
"Tour d' Skyline Day 1: Into the Cloud 05/01/2015 Front Royal, Virginia",F,United States,2015-05-01T09:19:05Z,182270.0,51,Ride,4
Much better than Christmas shopping,F,United States,2015-12-20T14:37:10Z,32814.1,0,Ride,2
"10/31/2010 Risskov, Central Denmark Region, Denmark",M,Denmark,2010-10-31T12:57:30Z,7184.4,0,Ride,0
Park run 54,F,United Kingdom,2016-03-05T09:30:36Z,5054.2,0,Run,1
Evening Ride,F,Norway,2014-07-06T18:15:32Z,17629.0,1,Ride,0
Afternoon Ride,M,Thailand,2016-02-03T17:23:30Z,27095.4,0,Ride,12
Hill <3 (x6),F,United States,2015-09-24T18:48:35Z,8515.3,0,Run,4
"07/31/2015 Ocean City, New Jersey",F,United States,2015-07-31T14:18:29Z,1517.6,0,Run,1
Afternoon Ride,M,Ireland,2016-02-05T17:24:40Z,23737.1,0,Ride,2
Morning Ride,M,United Kingdom,2015-06-02T06:56:00Z,19022.4,0,Ride,0
Morning Ride,M,United Kingdom,2016-03-20T09:40:50Z,4751.1,1,Ride,0
Claire's Morning Run,F,United States,2015-07-27T08:59:12Z,3502.1,0,Run,0
Morning Run,F,United States,2014-11-04T06:11:06Z,6759.3,0,Run,10
Morning Ride,M,Singapore,2016-01-10T07:31:15Z,68244.5,9,Ride,0
Morning Hike,F,United States,2014-06-22T07:30:57Z,3218.7,0,Hike,0
Night Run school shoes after few beers ,M,United Kingdom,2014-10-17T23:10:48Z,1619.5,0,Run,0
"04/21/2015 Simsbury, Connecticut",F,United States,2015-04-21T15:21:26Z,6120.5,1,Run,0
9.-10.úsek OTKD ,F,Slovakia,2015-08-15T19:19:41Z,17972.3,5,Run,15
Buen pedaleo!!,M,Chile,2015-05-02T08:57:12Z,33180.3,0,Ride,0
Trying the 7.20 marathon pace. It didn't go well. Panicking now! ,F,United Kingdom,2015-02-13T10:12:16Z,13979.3,0,Run,6
Caminhos de Darwin 5,F,República Federativa do Brasil,2016-01-02T09:41:05Z,27712.5,0,Ride,8
Morning Run,M,United States,2015-09-17T06:01:57Z,12883.9,6,Run,0
Morning Ride,,United States,2015-01-20T06:37:50Z,16978.0,4,Ride,0
Утренний велозаезд,F,,2016-03-24T08:32:21Z,10714.5,0,Ride,0
Middag loop,F,Netherlands,2015-05-15T11:23:59Z,20207.8,5,Run,0
Morning Walk/Run,F,United States,2015-05-11T05:20:49Z,5029.7,0,Run,1
Morning Ride,F,Canada,2014-08-29T08:08:38Z,138752.0,16,Ride,0
UCSD Crit - Cat 5 ,M,United States,2016-02-28T13:22:04Z,17792.3,3,Ride,18
Brandywine Rd,M,United States,2016-01-13T12:06:06Z,7261.5,0,Run,0
"05/28/2015 Seattle, Washington",M,United States,2015-05-28T19:16:27Z,58836.9,14,Ride,1
Lunch Ride,M,United States,2015-08-11T12:53:42Z,11842.9,0,Ride,0
Worked up my appetite. ,M,United Kingdom,2013-12-25T11:37:47Z,59131.3,2,Ride,3
Pedalada matinal,F,Brazil,2015-09-23T04:47:20Z,75965.8,3,Ride,5
"Back on the bike, my chin strap is tight :(",F,Australia,2015-01-05T07:11:35Z,21923.2,16,Ride,0
"10/04/16 TRR """"Nordhordland rundt""""",F,Norge,2016-04-10T11:17:26Z,91301.1,13,Ride,5
Kerniel - Epen - Kerniel,M,België,2011-10-29T08:10:35Z,122193.0,47,Ride,0
Run coaching WU,F,United Kingdom,2015-09-28T19:23:48Z,1362.9,0,Run,0
Learning to Fly,F,United States,2016-04-17T13:02:15Z,30465.3,1,Ride,4
Cernix,M,France,2015-05-10T10:54:45Z,20169.8,6,Ride,0
30m treadmill. 6x30s @ 10-14mph,M,United Kingdom,2016-01-21T06:46:41Z,6193.3,0,Run,3
Evening Ride,M,Poland,2015-05-27T19:37:40Z,30116.0,2,Ride,5
2.5km -km sets,F,Australia,2014-09-22T20:04:00Z,2500.0,0,Swim,0
"04/20/2015 Consett, United Kingdom",F,United Kingdom,2015-04-20T06:56:39Z,6549.1,0,Run,0
Home,M,South Africa,2015-10-12T17:36:41Z,6511.7,0,Run,1
Morning Run,M,,2016-01-14T06:46:25Z,5250.9,6,Run,0
Inspired by the Knights of St Johns (Worcester) George L takes a much slower tilt at Sunrising,M,United Kingdom,2014-03-04T09:08:31Z,166742.0,22,Ride,3
Evening Run,F,United Kingdom,2015-08-06T19:05:37Z,7652.1,3,Run,2
"08/01/2015 Urrugne, Aquitaine, France",M,United Kingdom,2015-08-01T10:22:09Z,32631.9,1,Ride,2
Villava-Izagondoa-Lumbier-Loiti-Villava ,M,Spain,2015-11-08T09:06:04Z,85207.3,14,Ride,1
Jog to PJR,F,United Kingdom,2014-04-07T17:37:16Z,3675.1,2,Run,1
"09/10/2014 Reus, CT, Spain",M,España,2014-09-10T19:27:49Z,31042.1,2,Ride,0
อากาศดี#ลมแรง#ยางแบน  ,M,Thailand,2016-02-06T06:36:54Z,23446.9,0,Ride,3
"06/10/2014 Quebec, QC, Canada Sprints courts",M,Canada,2014-06-10T17:20:52Z,51725.1,8,Ride,3
"08/05/2014 Cardiff, Wales, United Kingdom",M,United Kingdom,2014-08-05T15:01:44Z,58480.6,8,Ride,2
"01/15/2015 Derby, England, United Kingdom",M,United Kingdom,2015-01-15T19:07:55Z,8357.4,6,Run,0
11/02/2014 Denmark,M,Denmark,2014-11-02T11:57:10Z,0.0,0,Run,0
Morning Ride,F,United States,2015-09-12T08:08:28Z,20013.0,2,Ride,5
Årets første,M,Norway,2016-01-04T06:55:38Z,9564.4,4,Ride,3
Late for work,M,United States,2015-02-19T07:02:25Z,1897.3,0,Swim,16
Hill Repeats aka UCLA IronBruin,F,United States,2015-11-08T07:37:19Z,145.4,0,Workout,1
To work D31,M,Australia,2014-03-18T07:10:15Z,19754.1,13,Ride,1
Afternoon Run,F,Romania,2015-02-15T13:08:27Z,22258.8,11,Run,2
"04/04/2014 Billingham TS22, UK, England, United Kingdom",M,United Kingdom,2014-04-04T18:42:44Z,4804.2,0,Run,0
Home To Ewert House - Cyclemeter,M,United Kingdom,2015-05-19T07:53:10Z,6640.4,0,Ride,0
"Back on the bike, post-vacation",M,United States,2014-08-04T18:44:08Z,26631.2,0,Ride,1
Pedalada matinal,M,Brazil,2016-03-12T07:42:52Z,22969.8,5,Ride,21
Morning Run,F,United States,2014-09-05T06:39:28Z,8657.8,0,Run,0
Afternoon Run,F,United States,2016-04-04T17:09:48Z,12887.8,4,Run,0
Afternoon Run,M,Singapore,2016-03-20T17:57:30Z,10855.9,8,Run,1
Evening Ride,M,United Kingdom,2015-06-15T18:55:04Z,8114.2,11,Ride,0
Evening Swim,M,South Africa,2015-10-20T19:28:16Z,250.0,0,Swim,0
"03/09/2014 Yverdon-les-Bains, Vaud, Switzerland",M,Netherlands,2014-09-03T20:42:15Z,3742.0,5,Run,0
ผ่านไปอีก 5 รอบ เหลืออีก 35 รอบ,M,ประเทศไทย,2015-12-18T16:47:15Z,11516.5,0,Walk,4
National Puppy Day with Champ,F,United States,2015-03-23T18:39:08Z,3988.0,2,Run,1
"10/11/2014 Part of CC Plus Other Stuff. Rancho Cucamonga, CA",F,United States,2014-10-11T07:41:09Z,74880.1,3,Ride,16
Treino na pista XCO de Sobrado,,Portugal,2015-04-12T09:16:41Z,27632.4,0,Ride,0
Evening Run,M,United Kingdom,2015-09-25T18:15:46Z,7077.2,1,Run,0
通勤ライド,M,日本,2015-06-29T18:17:27Z,18510.6,0,Ride,0
Legacy loop ,F,United States,2014-10-24T17:21:32Z,11372.2,1,Run,2
Pedalada matutina,M,Brazil,2015-01-03T06:11:43Z,49809.0,2,Ride,0
Afternoon Ride,M,United States,2014-11-19T14:30:55Z,38785.3,0,Ride,3
Kurrerundan warmup,F,Finland,2014-05-20T11:40:42Z,6184.9,0,Run,0
SST wk 3 workout 1,M,United States,2016-02-03T19:30:18Z,50055.9,0,Ride,6
Hot yoga,F,United States,2014-11-20T17:30:00Z,0.0,0,Yoga,0
Lauf am Morgen,F,Germany,2014-04-05T08:33:38Z,2610.5,4,Run,0
Morning Walk,F,United Kingdom,2016-03-12T08:26:43Z,1813.7,0,Walk,0
"09/24/2014 Houston, Texas",M,United States,2014-09-24T18:49:28Z,31348.6,0,Ride,0
Morning Ride,F,United States,2014-10-25T10:27:51Z,0.0,0,Ride,1
Jequie /Jitauna,M,,2016-01-30T15:15:00Z,53451.5,0,Ride,1
Morning Ride,M,Australia,2014-10-13T06:04:54Z,26626.3,37,Ride,2
20/02/2014,M,United States,2014-02-20T18:04:40Z,6616.9,0,Run,0
"4/23/14 Juiz De Fora, MG, Brazil",M,República Federativa do Brasil,2014-04-23T18:42:34Z,24771.9,15,Ride,0
05/15/2015 Ride with Kelly,F,Australia,2015-05-15T13:04:50Z,12685.4,0,Ride,1
First long run post marathon - sore feet. ,F,Australia,2015-06-25T09:00:00Z,15069.1,0,Run,3
"01/03/2015 Stapleford, England, United Kingdom",M,United Kingdom,2015-03-01T09:12:58Z,10120.4,2,Ride,0
Leisurely ride to Bolton Abbey ,F,United Kingdom,2014-09-13T10:18:22Z,39689.4,25,Ride,0
Pedalada matutina,M,Brazil,2015-11-14T06:50:37Z,75279.0,1,Ride,7
Interval na krachttraining,F,Nederland,2016-01-06T08:34:47Z,24300.0,0,Ride,9
Let's start again ,M,United Kingdom,2016-01-02T10:25:54Z,12884.9,2,Run,15
Afternoon Ride,M,United Kingdom,2014-03-05T16:15:05Z,7922.5,3,Ride,0
Morning Ride,F,United Kingdom,2015-04-20T08:44:40Z,24923.6,14,Ride,0
"05/13/2015 Toronto, ON, Canada",M,Canada,2015-05-13T06:27:28Z,19456.9,0,Ride,0
Croydon - Georgetown,M,Australia,2011-07-11T06:33:19Z,148109.0,0,Ride,0
",2x1000, 4x 500, 6x 250",M,Spain,2016-02-01T09:58:17Z,10683.4,0,Run,1
GPS goes wibble,M,Australia,2015-03-19T04:55:13Z,12455.3,0,Run,0
Morning Commute in the foggy few,F,United States,2015-03-11T06:28:20Z,19051.7,0,Ride,1
Tolo's for a wee beer!,F,United Kingdom,2015-04-24T16:30:22Z,1542.6,1,Ride,11
"03/12/2015 Weißpriach, Land Salzburg, Austria",F,Hungary,2015-03-12T09:42:18Z,83397.9,0,AlpineSki,0
Owned you Valley Chapel!,F,United States,2015-05-02T16:32:56Z,46989.2,16,Ride,3
Arb-하오,F,South Korea,2014-11-27T20:09:55Z,14591.7,0,Ride,7
Evening Run,F,Bulgaria,2015-08-31T19:46:44Z,6243.4,0,Run,0
"06/02/2014 Milan, Lombardy, Italy",F,Italia,2014-06-02T14:12:02Z,80991.1,3,Ride,9
Santa Clarita Sunday with Rick & Daniele,M,United States,2015-08-23T09:08:39Z,68555.4,17,Ride,3
Abbotts Harbour ( Eventually ),M,United Kingdom,2015-11-01T08:32:04Z,129072.0,52,Ride,46
"18/04/2014 Louth, England, United Kingdom",M,United Kingdom,2014-04-18T14:01:58Z,47966.9,9,Ride,0
Avoiding the rain.,M,United Kingdom,2014-10-06T13:44:55Z,12634.4,0,Ride,3
"07/14/2015 Roquetas de Mar, Andalucía, Spain",F,Spain,2015-07-14T07:04:38Z,2608.1,0,Run,0
Evening Ride,M,United Kingdom,2016-01-22T18:43:20Z,10297.1,15,Ride,0
Afternoon Ride,M,United Kingdom,2015-01-28T17:48:14Z,11001.7,0,Ride,0
EASY AWESOME B-DAY Ride,M,South Africa,2015-08-17T10:06:55Z,48633.6,7,Ride,2
Icy run with a friend round Colinton,F,United Kingdom,2015-12-13T08:26:39Z,7527.7,0,Run,1
Morning Run,M,Mexico,2014-07-25T09:16:49Z,4415.1,5,Run,0
Afternoon Walk,F,United States,2015-06-26T14:33:29Z,1742.6,0,Walk,1
Morning Ride,F,United Kingdom,2015-06-08T07:57:43Z,5894.0,7,Ride,0
Jim's endurance ride,M,United States,2015-04-19T07:13:42Z,70797.8,10,Ride,31
Morning Run,F,Canada,2015-10-21T05:54:49Z,6039.8,0,Run,0
CRC 신시모도 샤방 라이딩,M,South Korea,2016-03-27T08:34:19Z,71261.5,0,Ride,8
Where's the rest of the ride? ,F,United States,2015-08-05T12:28:23Z,20405.9,4,Ride,0
Lunch Run,M,South Korea,2016-01-10T12:30:30Z,10498.3,1,Run,2
"27/04/14 Umberleigh, Devon, United Kingdom",M,United Kingdom,2014-04-27T10:28:20Z,47463.6,3,Ride,3
Entrenamiento matutino,M,Colombia,2015-07-02T04:57:06Z,37680.2,1,Ride,0
Morning Ride,F,Venezuela,2016-01-09T09:44:12Z,26175.4,3,Ride,1
Alassio-Santuario N.S. Della Guardia-Villanova,M,Italy,2014-06-07T08:14:27Z,93517.1,8,Ride,0
Ochtendloopje,F,Belgium,2015-06-27T09:07:59Z,5050.7,0,Run,1
帰宅トレ ,M,日本,2015-10-21T20:06:56Z,29045.8,0,Ride,3
Healy baths chasing grandad Pip,M,Qatar,2015-08-18T09:00:00Z,1500.0,0,Swim,4
Morning run,M,Australia,2014-12-01T07:19:51Z,2826.3,2,Run,0
Post yoga ride,F,United States,2015-07-26T10:51:59Z,43923.4,26,Ride,0
Carrera a la hora del almuerzo,F,Spain,2015-10-31T11:21:21Z,9400.6,0,Run,4
Afternoon Run,M,United States,2015-02-16T17:45:24Z,3201.0,0,Run,4
Sunset ride,,United States,2014-09-13T16:56:12Z,14730.9,12,Ride,1
Trainer time,F,United States,2015-11-21T09:59:25Z,45.1,0,Ride,0
Shoulder still injured,M,United Kingdom,2014-10-23T16:06:44Z,5389.7,1,Run,2
Ballade avec Louna,M,France,2015-12-27T14:58:24Z,6234.1,3,Run,5
Pedalada ao entardecer,F,Brazil,2015-05-25T20:54:41Z,33779.2,0,Ride,5
Morning Walk,F,Ireland,2015-06-03T09:46:28Z,4001.3,0,Walk,0
Afternoon Ride,M,United Kingdom,2015-01-19T14:15:49Z,4239.7,0,Ride,0
"07/29/2015 Pretoria, GP, South Africa",F,,2015-07-29T17:50:57Z,3410.1,0,Run,0
GrundtrÃ€n,M,Sverige,2013-05-09T08:11:34Z,6930.0,0,Run,0
Corsa serale,F,Italia,2015-11-02T18:07:47Z,5296.5,0,Run,1
Afternoon Ride,M,Australia,2014-03-09T14:35:08Z,20223.2,10,Ride,0
"01/11/2015 Barcelona, Catalunya, Spain",M,España,2015-01-11T10:10:01Z,21156.5,13,Run,0
Lunch Ride,F,United States,2016-03-01T12:29:07Z,14169.5,1,Ride,0
mount Douglas,F,United States,2015-07-04T09:57:03Z,8779.6,0,Ride,0
Afternoon Walk,F,Australia,2015-04-26T16:30:47Z,5108.2,0,Walk,1
Vuelta en bici nocturna,M,Chile,2015-01-26T23:04:45Z,6406.6,0,Ride,0
SBDT,F,Germany,2014-10-31T12:57:10Z,7032.8,6,Run,1
06/23/2015 Swim masters,F,Singapore,2015-06-23T19:27:27Z,2400.0,0,Swim,1
"Lol accidental 85 mile JDRF/ Todd *2, Greg, Katrine and Paul ",F,United States,2014-10-25T07:13:28Z,137966.0,41,Ride,1
Morning Ride,M,United States,2014-03-08T07:55:53Z,47505.1,4,Ride,0
Afternoon Ride,M,United Kingdom,2015-06-21T14:14:53Z,10459.2,6,Ride,1
Post ride after being sick for 10days,F,United States,2015-03-28T12:54:51Z,18534.5,4,Ride,2
"06/12/2014 Seoul, South Korea",M,South Korea,2014-06-12T20:58:20Z,19863.4,5,Ride,0
Afternoon Run,M,Australia,2015-09-04T14:28:17Z,4240.9,3,Run,0
Track 15 x 1 lappers,M,South Africa,2015-02-26T17:06:51Z,8671.9,0,Run,0
Froyo quest,M,United States,2015-01-25T14:17:48Z,13785.5,0,Ride,4
Afternoon Ride,F,United States,2015-10-13T14:27:28Z,46743.6,1,Ride,7
Morning Ride,M,United Kingdom,2016-03-22T08:35:50Z,21069.2,2,Ride,5
Pedalada ao entardecer,F,,2016-02-10T18:08:17Z,18651.0,4,Ride,1
Work to home cube,M,United Kingdom,2015-01-19T17:08:16Z,9706.6,16,Ride,0
Morning Ride,F,United Kingdom,2015-08-04T06:47:47Z,5180.7,1,Ride,0
"07/06/2014 Queens, New York",F,United States,2014-07-06T07:48:39Z,52474.0,4,Ride,0
Val Belair. Emilie,M,Canada,2014-07-25T11:29:53Z,24217.2,3,Run,0
HT 50mn,M,France,2015-11-04T20:42:20Z,25504.3,0,Ride,0
Carrera vespertina,F,Colombia,2016-02-25T20:08:06Z,3305.3,0,Run,0
Afternoon Run,F,Australia,2015-08-27T17:05:29Z,13511.6,0,Run,4
Stewartville Cycling,M,United States,2015-05-22T17:06:25Z,48678.3,2,Ride,12
Lunch Run,M,Canada,2015-10-27T11:51:46Z,7327.4,0,Run,0
"05/18/2015 Gloucester, England, United Kingdom",F,United Kingdom,2015-05-18T06:47:02Z,2816.1,0,Ride,0
Morning Run,F,United Kingdom,2015-02-08T09:08:41Z,6213.8,1,Run,0
Night Run,M,United States,2015-12-16T23:29:37Z,2444.0,0,Run,0
"05/01/2013 Hilversum, NH, The Netherlands",F,Nederland,2013-05-01T06:49:50Z,10283.3,0,Run,0
05/06/2014,F,United States,2014-05-06T05:40:57Z,1725.0,0,Swim,0
Nachmittagslauf,M,Germany,2015-11-26T16:29:25Z,6193.9,0,Run,0
Ochtendloop,F,Netherlands,2015-11-18T08:18:54Z,6351.5,3,Run,4
paltinis,M,Romania,2014-02-16T13:11:04Z,45521.3,6,Ride,0
Morning Run bringing down that spilt time ,F,Australia,2015-08-21T10:24:13Z,5013.8,3,Run,1
Afternoon Ride,F,Denmark,2014-03-11T16:36:43Z,20033.3,5,Ride,0
Gently does it,F,United Kingdom,2015-07-16T06:30:00Z,1500.0,0,Swim,0
Afternoon Run,F,United Kingdom,2016-02-09T17:34:06Z,6105.6,0,Run,5
429 Pyörällä kotiin,M,Finland,2011-06-13T15:51:04Z,11335.3,0,Ride,0
Dog Run,F,United States,2015-12-30T06:46:35Z,3535.0,0,Run,5
Afternoon Run,F,United Kingdom,2015-05-04T14:21:26Z,4800.0,0,Run,0
04/02/2013 Denmark,M,Danmark,2013-04-02T18:05:12Z,1850.0,0,Swim,0
Back in track,F,Thailand,2014-07-28T18:02:36Z,5051.6,11,Run,0
Slippy leaves ride!!,M,United Kingdom,2014-10-23T15:22:41Z,22293.3,1,Ride,7
CIZE in the pocket- round 1,F,United States,2015-08-18T20:10:28Z,3231.6,0,Workout,1
Liverpool ,M,United Kingdom,2016-02-26T09:16:06Z,5735.0,0,Run,21
Morning Run,F,United States,2014-09-10T08:15:08Z,7042.5,3,Run,0
Rozkręcenie,M,Polska,2014-02-07T06:50:29Z,10345.7,0,Ride,0
Morning Run,F,United Kingdom,2015-09-23T06:17:29Z,7505.1,0,Run,1
OL Krafft MD,F,Schweiz,2016-03-06T11:02:10Z,4045.0,0,Run,0
Morning Ride,M,United States,2015-05-10T10:24:27Z,18061.4,7,Ride,4
Pedalada matinal,F,Brazil,2016-02-21T09:48:00Z,37709.0,5,Ride,14
Steady Mile Swim ,F,United Kingdom,2014-02-28T09:00:00Z,1609.3,0,Swim,0
10 de maio,F,Brazil,2014-10-19T07:27:35Z,52712.7,3,Ride,1
"02/27/2015 Sola, Norway, Rogaland, Norway",F,Norway,2015-02-27T08:14:34Z,5.7,0,Ride,0
Morning Ride,M,United States,2014-08-19T07:49:29Z,18786.5,1,Ride,1
Carrera matutina,M,Argentina,2015-12-06T08:35:59Z,18245.2,3,Run,0
Garmin 305,M,United States,2012-11-03T14:08:09Z,32192.6,0,Run,0
Roadside peach stands...intervals can wait,M,United States,2014-08-18T17:56:12Z,36930.5,4,Ride,9
Evening Run ,F,Australia,2015-01-21T18:03:23Z,4026.2,1,Run,1
"Easy plus some tempo plus a couple of high fives from Alex, in the rain :)",F,Australia,2015-08-06T17:10:25Z,11401.6,0,Run,23
Course en après-midi,M,France,2015-07-31T17:20:31Z,11339.0,0,Run,0
05/18/2014 Finland,F,Suomi,2014-05-18T15:49:42Z,12398.3,2,Ride,0
Evening Run,,United Kingdom,2015-08-13T18:04:02Z,16136.9,2,Run,7
Pedalada vespertina,M,Brazil,2015-08-26T17:20:46Z,19496.5,0,Ride,1
"05/13/2015 Cranleigh, United Kingdom",M,United Kingdom,2015-05-13T15:22:04Z,4601.9,6,Ride,2
Entrenamiento vespertino,M,Guatemala,2015-10-28T19:45:07Z,27100.1,3,Ride,2
ride home,F,United Kingdom,2014-10-14T11:59:15Z,6078.8,0,Ride,0
"03/09/2014 Austin, TX",F,United States,2014-03-09T13:12:27Z,32302.6,0,Ride,0
"25/06/2014 Embarassing AM commute, Los Gatos, CA",F,United States,2014-06-25T07:51:48Z,7941.2,0,Ride,0
"Late night, late start!",M,United Kingdom,2015-11-27T09:26:26Z,44422.4,4,Ride,0
"Zwift - Richmond, VA 04/14/2016",M,Switzerland,2016-04-14T19:44:27Z,46252.9,13,VirtualRide,3
Swim: 2300 Yards,M,United States,2015-02-02T05:05:13Z,2103.0,0,Swim,2
Pedalada matinal,M,República Federativa do Brasil,2015-08-21T08:06:10Z,35773.4,0,Ride,44
Regreso Elite Gym #30daysofbiking,F,México,2016-04-12T08:03:30Z,1411.6,0,Ride,3
Lunch Run,M,United States,2016-01-21T11:59:47Z,3173.6,0,Run,0
Ridge/Fenceline/Chk Gul/Contours,F,United States,2014-10-10T16:47:18Z,18883.6,5,Ride,1
Morning Ride with doggies,M,New Zealand,2015-10-11T10:34:49Z,6127.6,1,Ride,0
Corrida ao entardecer,F,,2016-04-06T19:36:02Z,2857.5,1,Run,5
Morning Run,F,United States,2015-12-07T06:51:34Z,8802.1,0,Run,0
Morning Ride,M,United Kingdom,2015-07-31T06:40:37Z,2644.7,0,Ride,0
Lunch Ride,F,Canada,2015-08-03T11:54:56Z,23297.6,5,Ride,0
"08/06/2014 London, England, United Kingdom",M,United Kingdom,2014-08-06T16:21:07Z,10805.5,4,Ride,0
Afternoon Run,M,Australia,2016-01-06T16:18:15Z,8165.3,0,Run,0
Gateways School Coast to Coast - Day 2,M,United Kingdom,2014-07-10T09:00:20Z,61920.8,27,Ride,1
ATHLETE LAB SG- short threshold,M,United Kingdom,2015-07-23T17:30:59Z,30802.9,0,Ride,5
C.t lundo favrio castil canale tenno cornelle ,M,Italy,2015-07-26T13:29:59Z,48980.6,9,Ride,1
"06/12/2015 Chattanooga, TN",F,United States,2015-06-12T11:31:29Z,19688.1,0,Ride,0
"09/13/2014 Oakbank, Manitoba, Canada",F,Canada,2014-09-13T10:19:47Z,4280.1,4,Run,0
Corrida da hora do almoço,,Brazil,2015-08-13T12:11:14Z,373.8,0,Run,0
Afternoon Ride,M,United Kingdom,2014-01-13T17:21:04Z,18566.2,0,Ride,0
"05/29/2015 Boiro, GA, Spain",M,Spain,2015-05-29T18:05:58Z,22378.0,1,Ride,2
Windividual TT - 100 K ,M,Nederland,2015-08-29T08:16:00Z,102833.0,13,Ride,8
Evening Run,F,South Korea,2015-07-29T19:11:26Z,6776.3,0,Run,0
Morning Ride,M,Australia,2015-01-08T07:55:31Z,10457.1,0,Ride,0
Morgenlauf,M,Schweiz,2015-06-30T07:28:48Z,9996.0,0,Run,0
Evening threshold session ,F,United Kingdom,2016-02-11T18:00:00Z,6000.0,0,Run,1
Eagleby - Cycle - Cyclemeter,M,Australia,2014-06-15T07:48:04Z,2820.1,0,Ride,0
Ochtendrit,M,Nederland,2015-12-20T09:04:39Z,47276.6,14,Ride,6
Part one walk with Nikki and Chris,M,United Kingdom,2014-10-18T10:46:22Z,4746.6,0,Walk,0
Commuterer,M,Australia,2014-11-27T07:09:35Z,21463.2,3,Ride,4
Morning Run,F,Chile,2016-01-30T07:45:39Z,10009.2,5,Run,5
Afternoon Run,F,Australia,2016-02-06T15:40:12Z,6320.2,3,Run,8
Morning Ride,,,2016-03-19T10:19:52Z,54262.2,0,Ride,0
Afternoon Run,F,,2016-03-29T13:23:25Z,6303.8,8,Run,0
Commute home,F,United Kingdom,2015-08-14T12:23:29Z,22059.0,8,Ride,0
Radfahrt am Nachmittag traumhaft,M,Germany,2015-05-08T13:22:37Z,84057.1,16,Ride,2
Achter Frank aan,M,Netherlands,2016-02-13T13:29:48Z,56511.6,17,Ride,5
Morning Run,F,United States,2014-11-30T07:45:48Z,4599.9,5,Run,0
Evening Run,F,United States,2015-06-24T19:58:25Z,5014.0,0,Run,0
"08/11/2015 Torres, Rio Grande do Sul, Brazil",M,United States,2015-08-11T17:57:39Z,50507.4,0,Ride,12
Workward,F,Canada,2015-12-07T08:05:16Z,11444.9,0,Ride,0
Thank you so much to the guy from Halfords who was out walking near Minera,F,United Kingdom,2014-03-07T10:42:42Z,57692.2,8,Ride,2
afternoon 5k,M,United States,2015-04-13T17:42:16Z,5111.0,0,Run,1
Teaching the family to cross country ski!,F,United States,2016-02-06T12:32:33Z,7797.0,0,NordicSki,0
Evening Run,F,United States,2015-04-02T20:04:52Z,4806.6,0,Run,1
"11/28/2014 Harrison Township, New Jersey",M,United States,2014-11-28T09:48:50Z,15722.3,2,Ride,0
"01/26/2015 Royal Wootton Bassett, England, United Kingdom",M,United Kingdom,2015-01-26T05:59:47Z,21807.2,22,Ride,3
Morning Run,F,Canada,2015-08-23T09:40:32Z,8283.5,0,Run,0
저녁라이딩,M,South Korea,2015-07-01T19:56:42Z,14993.8,3,Ride,1
Vuelta matutina,F,Panama,2015-02-26T05:29:32Z,49468.6,10,Ride,2
Evening Trail Run,M,,2015-09-01T18:07:54Z,5649.9,0,Run,0
commute,F,New Zealand,2015-11-23T07:38:13Z,9280.4,0,Ride,0
"08/15/2015 Ageo-shi, Saitama-ken, Japan",M,Japan,2015-08-15T07:51:16Z,10343.4,0,Run,0
Power Laps in C Major,F,Australia,2014-07-29T05:33:49Z,32102.7,31,Ride,0
"07.05.15 Heimsheim, Baden-Württemberg, Germany",M,Deutschland,2015-05-07T17:36:15Z,7020.6,0,Ride,0
Afternoon Ride,M,United States,2014-09-30T15:12:59Z,31237.6,0,Ride,0
Mill reserve loop,F,United States,2014-07-01T20:48:06Z,3524.5,0,Run,0
0203午後騎乘,F,Taiwan,2016-02-03T14:16:34Z,16397.1,0,Ride,1
Afternoon Run,M,Switzerland,2016-01-12T13:11:35Z,3101.3,0,Run,0
